X,Y,TSEVENT_ID,YEAR,DATE_STRIN,LATITUDE,LONGITUDE,LOCATION_N,AREA,COUNTRY,REGION_COD,EVENT_RE_1
141.5,38.3,2194,1990,4/5/90,38.3,141.5,AYUKAWA,MIYAGI,JAPAN,85,"E Coast Australia, New Zealand, South Pacific Is."
147.596,15.125,0,1990,4/5/90,15.125,147.596,"MARIANA TRENCH, N. MARIANA ISLANDS",MP,USA TERRITORY,81, 
144.77,13.33,2194,1990,4/5/90,13.33,144.77,"TALOFOFO RIVER, GUAM",GU,USA TERRITORY,81,"E Coast Australia, New Zealand, South Pacific Is."
145.6,15,2194,1990,4/5/90,15,145.6,"TINIAN, NORTHERN MARIANA ISLANDS",MP,USA TERRITORY,81,"E Coast Australia, New Zealand, South Pacific Is."
142.1947,27.0939,2194,1990,4/5/90,27.0939,142.1947,CHICHIJIMA ISLAND,"BONIN IS, TOKYO",JAPAN,85,"E Coast Australia, New Zealand, South Pacific Is."
166.617,19.283,2194,1990,4/5/90,19.283,166.617,WAKE ISLAND,UM,USA TERRITORY,80,"E Coast Australia, New Zealand, South Pacific Is."
-176.632,51.863,2201,1991,2/21/91,51.863,-176.632,"ADAK, SWEEPER COVE, AK",AK,USA,87,Alaska (including Aleutian Islands)
-166.533,53.883,2201,1991,2/21/91,53.883,-166.533,"UNALASKA, DUTCH HARBOR, AK",AK,USA,87,Alaska (including Aleutian Islands)
159.955,-9.429,2199,1991,2/9/91,-9.429,159.955,"HONIARA, GUADALCANAL", ,SOLOMON ISLANDS,82,"New Caledonia, New Guinea, Solomon Is., Vanuatu"
159.955,-9.429,2205,1991,10/14/91,-9.429,159.955,"HONIARA, GUADALCANAL", ,SOLOMON ISLANDS,82,"New Caledonia, New Guinea, Solomon Is., Vanuatu"
152.18,-4.22,2205,1991,10/14/91,-4.22,152.18,"RABAUL, NEW BRITAIN", ,PAPUA NEW GUINEA,82,"New Caledonia, New Guinea, Solomon Is., Vanuatu"
158.442,-9.094,0,1991,10/14/91,-9.094,158.442,SOLOMON ISLANDS, ,SOLOMON ISLANDS,82, 
159.139,-9.929,0,1991,2/9/91,-9.929,159.139,SOLOMON ISLANDS, ,SOLOMON ISLANDS,82, 
26.833,37.133,2203,1991,5/7/91,37.133,26.833,ISLAND OF LEROS, ,GREECE,50,Mediterranean Sea
26.3,37.7,0,1991,1/4/91,37.7,26.3,EAST AEGEAN SEA, ,GREECE,50, 
26.833,37.133,0,1991,5/7/91,37.133,26.833,EAST AEGEAN SEA, ,GREECE,50, 
26.183,37.617,2920,1991,1/4/91,37.617,26.183,"EVDHILOS, IKARIA ISLAND", ,GREECE,50,Mediterranean Sea
-67.0440663,17.9688545,2202,1991,4/22/91,17.968854,-67.044066,ISLA DE MAGUEYES,PR,USA TERRITORY,74,Caribbean Sea
-64.753,17.697,2202,1991,4/22/91,17.697,-64.753,ST. CROIX:  LIMETREE,VI,USA TERRITORY,74,Caribbean Sea
-82.167,9.367,2202,1991,4/22/91,9.367,-82.167,ISLA BASTIMENTOS, ,PANAMA,74,Caribbean Sea
-82.23,9.33,2202,1991,4/22/91,9.33,-82.23,ISLA DE CARENERO, ,PANAMA,74,Caribbean Sea
-79.617,9.55,2202,1991,4/22/91,9.55,-79.617,PORTOBELO, ,PANAMA,74,Caribbean Sea
-82.25,9.333,2202,1991,4/22/91,9.333,-82.25,BOCAS DEL TORO, ,PANAMA,74,Caribbean Sea
-83.283,10.083,2202,1991,4/22/91,10.083,-83.283,BOCA DEL RIO MATINA, ,COSTA RICA,74,Caribbean Sea
-83.18,10.08,2202,1991,4/22/91,10.08,-83.18,BOCA DEL RIO PANTANO, ,COSTA RICA,74,Caribbean Sea
-82.583,9.583,2202,1991,4/22/91,9.583,-82.583,GANDOCA, ,COSTA RICA,74,Caribbean Sea
-79.6,9.617,2202,1991,4/22/91,9.617,-79.6,PUNTA MANZANILLO, ,COSTA RICA,74,Caribbean Sea
-83.083,10,2202,1991,4/22/91,10,-83.083,MOIN, ,COSTA RICA,74,Caribbean Sea
-83.283,10.083,2202,1991,4/22/91,10.083,-83.283,CANAL DE EL MATINA, ,COSTA RICA,74,Caribbean Sea
-82.733,9.65,2202,1991,4/22/91,9.65,-82.733,COCLES, ,COSTA RICA,74,Caribbean Sea
-83.017,9.933,2202,1991,4/22/91,9.933,-83.017,WESTFALIA, ,COSTA RICA,74,Caribbean Sea
-82.47,9.46,2202,1991,4/22/91,9.46,-82.47,SAN-SAN REFUGE, ,PANAMA,74,Caribbean Sea
-82.43,9.45,2202,1991,4/22/91,9.45,-82.43,PLAYA DE JULIO ABREGO, ,PANAMA,74,Caribbean Sea
-82.315,9.415,2202,1991,4/22/91,9.415,-82.315,ISLA COLON, ,PANAMA,74,Caribbean Sea
-82.27,9.25,2202,1991,4/22/91,9.25,-82.27,SAN CRISTOBAL ISLAND, ,PANAMA,74,Caribbean Sea
-79.881,9.37,2202,1991,4/22/91,9.37,-79.881,COCO SOLO, ,PANAMA,74,Caribbean Sea
-82.767,9.65,2202,1991,4/22/91,9.65,-82.767,PUERTO VIEJO, ,COSTA RICA,74,Caribbean Sea
-82.85,9.733,2202,1991,4/22/91,9.733,-82.85,CAHUITA, ,COSTA RICA,74,Caribbean Sea
-83.073,9.685,0,1991,4/22/91,9.685,-83.073,"LIMON, PANDORA", ,COSTA RICA,74, 
139.767,33.1,2206,1991,12/22/91,33.1,139.767,"YAENE, HACHIJO ISLAND",TOKYO,JAPAN,85,Kamchatka and Kuril Islands
146.817,43.867,2200,1991,2/6/91,43.867,146.817,"MALOKURIL'SKAYA BAY, SHIKOTAN",KURIL ISLANDS,RUSSIA,86,Kamchatka and Kuril Islands
145.5678,43.2781,2206,1991,12/22/91,43.2781,145.5678,HANASAKI,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
151.021,45.533,0,1991,12/22/91,45.533,151.021,S. KURIL ISLANDS, ,RUSSIA,86, 
146.75,43.78,2206,1991,12/22/91,43.78,146.75,"SHIKOTAN ISLAND, KURILSKIYE",KURIL ISLANDS,RUSSIA,86,Kamchatka and Kuril Islands
147.6258,44.9316,2206,1991,12/22/91,44.9316,147.6258,"ITURUP, KURILSKIYE",KURIL ISLANDS,RUSSIA,86,Kamchatka and Kuril Islands
145.86,44.03,2206,1991,12/22/91,44.03,145.86,"YUZHNO-KURIL'SK, KUNASHIR ISLAND",KURIL ISLANDS,RUSSIA,86,Kamchatka and Kuril Islands
142.1947,27.0939,2206,1991,12/22/91,27.0939,142.1947,CHICHIJIMA ISLAND,"BONIN IS, TOKYO",JAPAN,85,Kamchatka and Kuril Islands
-175.45,58.427,0,1991,2/21/91,58.427,-175.45,"BERING SEA, AK",AK,USA,87, 
154.328,48.268,0,1991,2/16/91,48.268,154.328,N. KURIL ISLANDS, ,RUSSIA,86, 
-156.477,20.895,2208,1992,4/25/92,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,West Coast of North and Central America
-156.477,20.895,2213,1992,9/2/92,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,West Coast of North and Central America
165.92,-10.75,2210,1992,5/27/92,-10.75,165.92,SANTA CRUZ ISLANDS, ,SOLOMON ISLANDS,82,"New Caledonia, New Guinea, Solomon Is., Vanuatu"
165.239,-11.122,0,1992,5/27/92,-11.122,165.239,SANTA CRUZ ISLANDS, ,SOLOMON ISLANDS,82, 
-71.633,-33.033,2213,1992,9/2/92,-33.033,-71.633,VALPARAISO,VALPARAISO,CHILE,89,West Coast of North and Central America
109.51,18.23,2207,1992,1/5/92,18.23,109.51,"SANYA, HAINAN IS.", ,CHINA,84,"China, North and South Korea, Philippines, Taiwan"
108,18,0,1992,1/5/92,18,108,SOUTH CHINA SEA, ,CHINA,84, 
-86.76983333,12.17783333,2213,1992,9/2/92,12.177833,-86.769833,P.E. NICARAGUA, ,NICARAGUA,88,West Coast of North and Central America
-86.76983333,12.17783333,2213,1992,9/2/92,12.177833,-86.769833,P.E. NICARAGUA, ,NICARAGUA,88,West Coast of North and Central America
-86.7615,12.16666667,2213,1992,9/2/92,12.166667,-86.7615,MIRAMAR, ,NICARAGUA,88,West Coast of North and Central America
-86.704,12.05216667,2213,1992,9/2/92,12.052167,-86.704,EL TRANSITO, ,NICARAGUA,88,West Coast of North and Central America
-86.704,12.05216667,2213,1992,9/2/92,12.052167,-86.704,EL TRANSITO, ,NICARAGUA,88,West Coast of North and Central America
-109.9,22.883,2213,1992,9/2/92,22.883,-109.9,CABO SAN LUCAS, ,MEXICO,88,West Coast of North and Central America
-86.65871667,11.98291667,2213,1992,9/2/92,11.982917,-86.658717,SAN MARTIN, ,NICARAGUA,88,West Coast of North and Central America
-86.52,11.78,2213,1992,9/2/92,11.78,-86.52,MASACHAPA, ,NICARAGUA,88,West Coast of North and Central America
-86.5,11.77,2213,1992,9/2/92,11.77,-86.5,POCHOMIL, ,NICARAGUA,88,West Coast of North and Central America
-86.38,11.68,2213,1992,9/2/92,11.68,-86.38,LA BOQUITA, ,NICARAGUA,88,West Coast of North and Central America
-86.35,11.65,2213,1992,9/2/92,11.65,-86.35,CASARES, ,NICARAGUA,88,West Coast of North and Central America
-86.32,11.62,2213,1992,9/2/92,11.62,-86.32,HUEHUETE, ,NICARAGUA,88,West Coast of North and Central America
-111.02,18.73,2213,1992,9/2/92,18.73,-111.02,SOCORRO ISLAND, ,MEXICO,88,West Coast of North and Central America
-86.7,12.05,2213,1992,9/2/92,12.05,-86.7,EL TRANSITO, ,NICARAGUA,88,West Coast of North and Central America
-87.567,12.816,2213,1992,9/2/92,12.816,-87.567,MECHAPA, ,NICARAGUA,88,West Coast of North and Central America
-87.43,12.73,2213,1992,9/2/92,12.73,-87.43,JIQUILILLO, ,NICARAGUA,88,West Coast of North and Central America
-87.17,12.48,2213,1992,9/2/92,12.48,-87.17,CORINTO, ,NICARAGUA,88,West Coast of North and Central America
-87.17,12.48,2213,1992,9/2/92,12.48,-87.17,CORINTO, ,NICARAGUA,88,West Coast of North and Central America
-87.03,12.37,2213,1992,9/2/92,12.37,-87.03,PONELOYA, ,NICARAGUA,88,West Coast of North and Central America
-86.87,12.25,2213,1992,9/2/92,12.25,-86.87,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-86.77,12.2,2213,1992,9/2/92,12.2,-86.77,PUERTO SANDINO, ,NICARAGUA,88,West Coast of North and Central America
-87.03,12.4,2213,1992,9/2/92,12.4,-87.03,MIRAMAR, ,NICARAGUA,88,West Coast of North and Central America
-86.95,12.78,2213,1992,9/2/92,12.78,-86.95,VILLA QUINCE DE JULIO, ,NICARAGUA,88,West Coast of North and Central America
-86.52,11.82,2213,1992,9/2/92,11.82,-86.52,MONTELIMAR, ,NICARAGUA,88,West Coast of North and Central America
-87.606,12.8466,2213,1992,9/2/92,12.8466,-87.606,SANTA ELENA [SANTA ELENTA], ,NICARAGUA,88,West Coast of North and Central America
-87.60625,12.84665,2213,1992,9/2/92,12.84665,-87.60625,SANTA ELENA, ,NICARAGUA,88,West Coast of North and Central America
-87.4436,12.73201667,2213,1992,9/2/92,12.732017,-87.4436,JIGULLILLO, ,NICARAGUA,88,West Coast of North and Central America
-86.87663333,12.26821667,2213,1992,9/2/92,12.268217,-86.876633,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-81.288,29.885,2462,1992,7/3/92,29.885,-81.288,"SAINT AUGUSTINE, FL",FL,USA,75,"East Coast USA and Canada, St Pierre and Miquelon"
-80.917,29.017,2462,1992,7/3/92,29.017,-80.917,"NEW SMYRNA BEACH, FL",FL,USA,75,"East Coast USA and Canada, St Pierre and Miquelon"
-81.017,29.21,2462,1992,7/3/92,29.21,-81.017,"DAYTONA BEACH, FL",FL,USA,75,"East Coast USA and Canada, St Pierre and Miquelon"
-86.8768,12.27008333,2213,1992,9/2/92,12.270083,-86.8768,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-86.8768,12.27008333,2213,1992,9/2/92,12.270083,-86.8768,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-86.8768,12.27008333,2213,1992,9/2/92,12.270083,-86.8768,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-86.85196667,12.25273333,2213,1992,9/2/92,12.252733,-86.851967,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-87.34,11.742,0,1992,9/2/92,11.742,-87.34,NICARAGUA, ,NICARAGUA,88, 
-86.85595,12.25533333,2213,1992,9/2/92,12.255333,-86.85595,SALINAS GRANDES, ,NICARAGUA,88,West Coast of North and Central America
-86.76566667,12.19583333,2213,1992,9/2/92,12.195833,-86.765667,PUERTO SANDINO, ,NICARAGUA,88,West Coast of North and Central America
-86.76983333,12.17783333,2213,1992,9/2/92,12.177833,-86.769833,PUERTO SANDINO, ,NICARAGUA,88,West Coast of North and Central America
-81.07,29.29,2462,1992,7/3/92,29.29,-81.07,"ORMAND BEACH, FL",FL,USA,75,"East Coast USA and Canada, St Pierre and Miquelon"
-86.76866667,12.20066667,2213,1992,9/2/92,12.200667,-86.768667,PUERTO SANDINO, ,NICARAGUA,88,West Coast of North and Central America
-86.76866667,12.20383333,2213,1992,9/2/92,12.203833,-86.768667,PUERTO SANDINO, ,NICARAGUA,88,West Coast of North and Central America
126.762,7.191,0,1992,5/17/92,7.191,126.762,PHILIPPINES, ,PHILIPPINES,84, 
122.784667,-8.443472,2214,1992,12/12/92,-8.443472,122.784667,KONGA,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.8,-8.15,2214,1992,12/12/92,-8.15,122.8,RIANGKROKO,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.3,-8.3666,2214,1992,12/12/92,-8.3666,122.3,POMANA BESAR ISLAND,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.219167,-8.6175,2214,1992,12/12/92,-8.6175,122.219167,MAUMERE PORT 2,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.203889,-8.615556,2214,1992,12/12/92,-8.615556,122.203889,WURING-2,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.203333,-8.6,2214,1992,12/12/92,-8.6,122.203333,WURING-3,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.202778,-8.601111,2214,1992,12/12/92,-8.601111,122.202778,WURING-4,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.202778,-8.601111,2214,1992,12/12/92,-8.601111,122.202778,WURING-5,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.202778,-8.601111,2214,1992,12/12/92,-8.601111,122.202778,WURING-6,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.088194,-8.542639,2214,1992,12/12/92,-8.542639,122.088194,KOLISIA,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.202778,-8.601111,2214,1992,12/12/92,-8.601111,122.202778,WURING-7,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.200833,-8.603889,2214,1992,12/12/92,-8.603889,122.200833,WURING-8,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.200833,-8.603889,2214,1992,12/12/92,-8.603889,122.200833,WURING-9,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.408917,-8.446778,2214,1992,12/12/92,-8.446778,122.408917,"BESAR I., KUSUNG PANDANG",EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.54125,-8.463806,2214,1992,12/12/92,-8.463806,122.54125,NEBE-8,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.765861,-8.358583,2214,1992,12/12/92,-8.358583,122.765861,PANTAI LATO-NORTH,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.120806,-8.540222,2214,1992,12/12/92,-8.540222,122.120806,NAGARASONG,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.036278,-8.530306,2214,1992,12/12/92,-8.530306,122.036278,MAGEPANDANG-DETEH 1,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.037,-8.53075,2214,1992,12/12/92,-8.53075,122.037,MAGEPANDANG-DETEH 2,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
124.027528,-8.493389,2214,1992,12/12/92,-8.493389,124.027528,AWORA,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
124.027306,-8.509472,2214,1992,12/12/92,-8.509472,124.027306,MAUSAMBI,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.335917,-8.425194,2214,1992,12/12/92,-8.425194,122.335917,BESAR I. TAOT,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.444722,-8.455556,2214,1992,12/12/92,-8.455556,122.444722,PAMAHAN I.,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.505833,-8.435,2214,1992,12/12/92,-8.435,122.505833,BABI I. MOSLEM V-2,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.505833,-8.435,2214,1992,12/12/92,-8.435,122.505833,BABI I. MOSLEM V-3,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.177,-8.576,2214,1992,12/12/92,-8.576,122.177,WAILITI,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.513889,-8.429361,2214,1992,12/12/92,-8.429361,122.513889,BABI I. CHRST. V-D (PAGARAMAN),EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.513444,-8.429111,2214,1992,12/12/92,-8.429111,122.513444,BABI I. CHRST. V-E,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.513972,-8.428444,2214,1992,12/12/92,-8.428444,122.513972,BABI I. CHRST. V-F,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.513972,-8.428444,2214,1992,12/12/92,-8.428444,122.513972,BABI I. CHRST. V-G,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
120.2,-2.99,2214,1992,12/12/92,-2.99,120.2,"PALOPO, SULAWESI",SOUTH SULAWESI,INDONESIA,83,Indian Ocean (including west coast of Australia)
122.513972,-8.428444,2214,1992,12/12/92,-8.428444,122.513972,BABI I. CHRST. V-H,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
128.187,-3.683,2214,1992,12/12/92,-3.683,128.187,AMBON ISLAND,MALUKU,INDONESIA,83,Indian Ocean (including west coast of Australia)
122.23525,-8.627583,2214,1992,12/12/92,-8.627583,122.23525,PERMATASARI BEACH HOTEL,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.7,-5.6,2214,1992,12/12/92,-5.6,122.7,BUTUNG IS.,SOUTH EAST SULAWESI,INDONESIA,83,Indian Ocean (including west coast of Australia)
122.242778,-8.630278,2214,1992,12/12/92,-8.630278,122.242778,KAMPUNGBURU,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.272222,-8.637222,2214,1992,12/12/92,-8.637222,122.272222,WAIOTI,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.29,-8.642222,2214,1992,12/12/92,-8.642222,122.29,GELITING,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.310556,-8.635556,2214,1992,12/12/92,-8.635556,122.310556,KEWAPANTE,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
126.564,7.2133,2209,1992,5/17/92,7.2133,126.564,BUNGA, ,PHILIPPINES,84,"China, North and South Korea, Philippines, Taiwan"
126.5239,7.1772,2209,1992,5/17/92,7.1772,126.5239,ZARAGOZA, ,PHILIPPINES,84,"China, North and South Korea, Philippines, Taiwan"
122.405278,-8.611389,2214,1992,12/12/92,-8.611389,122.405278,EGON,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.491944,-8.583333,2214,1992,12/12/92,-8.583333,122.491944,WODUNG,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.510556,-8.555278,2214,1992,12/12/92,-8.555278,122.510556,NANGAHALE,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
122.52,-8.527222,2214,1992,12/12/92,-8.527222,122.52,TALIBURA MARKET,EAST NUSA TENGGARA,INDONESIA,60,Indian Ocean (including west coast of Australia)
